country,date,bond_yield
NL,2023-04-01,2.719
NL,2023-05-01,2.728
NL,2023-06-01,2.75
NL,2023-07-01,2.84
NL,2023-08-01,2.917
NL,2023-09-01,3.036
NL,2023-10-01,3.207
NL,2023-11-01,2.95
NL,2023-12-01,2.422
NL,2024-01-01,2.506
NL,2024-02-01,2.643
NL,2024-03-01,2.616
NL,2024-04-01,2.718
NL,2024-05-01,2.829
NL,2024-06-01,2.822
NL,2024-07-01,2.765
NL,2024-08-01,2.531
NL,2024-09-01,2.469
NL,2024-10-01,2.533
NL,2024-11-01,2.567
NL,2024-12-01,2.447
NL,2025-01-01,2.732
NL,2025-02-01,2.629
NL,2025-03-01,2.936
NL,2025-04-01,2.713
NL,2025-05-01,2.796
NL,2025-06-01,2.757
NL,2025-07-01,2.844
NL,2025-08-01,2.88
NL,2025-09-01,2.883
NL,2025-10-01,2.794
AT,1993-01-01,7.2235
AT,1993-02-01,7.1308
AT,1993-03-01,6.858
AT,1993-04-01,6.9251
AT,1993-05-01,7.0583
AT,1993-06-01,6.9902
AT,1993-07-01,6.75
AT,1993-08-01,6.6043
AT,1993-09-01,6.435
AT,1993-10-01,6.2644
AT,1993-11-01,6.1763
AT,1993-12-01,6.036
AT,1994-01-01,5.8139
AT,1994-02-01,6.0563
AT,1994-03-01,6.4525
AT,1994-04-01,6.6674
AT,1994-05-01,6.9697
AT,1994-06-01,7.4108
AT,1994-07-01,7.119
AT,1994-08-01,7.2047
AT,1994-09-01,7.568
AT,1994-10-01,7.689
AT,1994-11-01,7.7239
AT,1994-12-01,7.6304
AT,1995-01-01,7.7215
AT,1995-02-01,7.6484
AT,1995-03-01,7.5122
AT,1995-04-01,7.3671
AT,1995-05-01,7.1317
AT,1995-06-01,7.0533
AT,1995-07-01,7.111
AT,1995-08-01,7.0031
AT,1995-09-01,6.8798
AT,1995-10-01,6.9635
AT,1995-11-01,6.7628
AT,1995-12-01,6.4665
AT,1996-01-01,6.2054
AT,1996-02-01,6.4352
AT,1996-03-01,6.5493
AT,1996-04-01,6.4323
AT,1996-05-01,6.4511
AT,1996-06-01,6.6334
AT,1996-07-01,6.5807
AT,1996-08-01,6.413
AT,1996-09-01,6.2967
AT,1996-10-01,6.0578
AT,1996-11-01,5.9453
AT,1996-12-01,5.8574
AT,1997-01-01,5.8388
AT,1997-02-01,5.5801
AT,1997-03-01,5.7105
AT,1997-04-01,5.8976
AT,1997-05-01,5.7876
AT,1997-06-01,5.7813
AT,1997-07-01,5.607
AT,1997-08-01,5.7032
AT,1997-09-01,5.6349
AT,1997-10-01,5.6219
AT,1997-11-01,5.6292
AT,1997-12-01,5.402
AT,1998-01-01,5.1932
AT,1998-02-01,5.0682
AT,1998-03-01,4.9687
AT,1998-04-01,4.9735
AT,1998-05-01,5.0296
AT,1998-06-01,4.8886
AT,1998-07-01,4.825
AT,1998-08-01,4.6212
AT,1998-09-01,4.3132
AT,1998-10-01,4.2973
AT,1998-11-01,4.329
AT,1998-12-01,4.0545
AT,1999-01-01,3.8426
AT,1999-02-01,3.984
AT,1999-03-01,4.1648
AT,1999-04-01,4.0321
AT,1999-05-01,4.2107
AT,1999-06-01,4.5399
AT,1999-07-01,4.8678
AT,1999-08-01,5.1012
AT,1999-09-01,5.2748
AT,1999-10-01,5.5291
AT,1999-11-01,5.271
AT,1999-12-01,5.3528
AT,2000-01-01,5.7533
AT,2000-02-01,5.7722
AT,2000-03-01,5.5851
AT,2000-04-01,5.4877
AT,2000-05-01,5.6624
AT,2000-06-01,5.515
AT,2000-07-01,5.597
AT,2000-08-01,5.5428
AT,2000-09-01,5.5665
AT,2000-10-01,5.5152
AT,2000-11-01,5.4556
AT,2000-12-01,5.212
AT,2001-01-01,5.0996
AT,2001-02-01,5.0983
AT,2001-03-01,5.0094
AT,2001-04-01,5.1608
AT,2001-05-01,5.3443
AT,2001-06-01,5.2723
AT,2001-07-01,5.2923
AT,2001-08-01,5.0979
AT,2001-09-01,5.0806
AT,2001-10-01,4.8475
AT,2001-11-01,4.7045
AT,2001-12-01,4.9545
AT,2002-01-01,5.0646
AT,2002-02-01,5.1192
AT,2002-03-01,5.3575
AT,2002-04-01,5.3473
AT,2002-05-01,5.3684
AT,2002-06-01,5.2177
AT,2002-07-01,5.0607
AT,2002-08-01,4.7739
AT,2002-09-01,4.5708
AT,2002-10-01,4.6421
AT,2002-11-01,4.6152
AT,2002-12-01,4.4282
AT,2003-01-01,4.2233
AT,2003-02-01,4.0091
AT,2003-03-01,4.032
AT,2003-04-01,4.1584
AT,2003-05-01,3.8511
AT,2003-06-01,3.7575
AT,2003-07-01,4.0613
AT,2003-08-01,4.2159
AT,2003-09-01,4.2447
AT,2003-10-01,4.3182
AT,2003-11-01,4.4386
AT,2003-12-01,4.3803
AT,2004-01-01,4.2664
AT,2004-02-01,4.2255
AT,2004-03-01,4.0493
AT,2004-04-01,4.2415
AT,2004-05-01,4.3657
AT,2004-06-01,4.4219
AT,2004-07-01,4.3132
AT,2004-08-01,4.1482
AT,2004-09-01,4.0899
AT,2004-10-01,3.9739
AT,2004-11-01,3.841
AT,2004-12-01,3.6342
AT,2005-01-01,3.5641
AT,2005-02-01,3.5473
AT,2005-03-01,3.7023
AT,2005-04-01,3.4965
AT,2005-05-01,3.4131
AT,2005-06-01,3.2292
AT,2005-07-01,3.2681
AT,2005-08-01,3.2841
AT,2005-09-01,3.1155
AT,2005-10-01,3.2683
AT,2005-11-01,3.4771
AT,2005-12-01,3.3592
AT,2006-01-01,3.3271
AT,2006-02-01,3.4753
AT,2006-03-01,3.6537
AT,2006-04-01,3.922
AT,2006-05-01,4.0297
AT,2006-06-01,4.0281
AT,2006-07-01,4.0541
AT,2006-08-01,3.9214
AT,2006-09-01,3.7938
AT,2006-10-01,3.8344
AT,2006-11-01,3.7587
AT,2006-12-01,3.8118
AT,2007-01-01,4.06
AT,2007-02-01,4.0923
AT,2007-03-01,3.9878
AT,2007-04-01,4.2061
AT,2007-05-01,4.33
AT,2007-06-01,4.6259
AT,2007-07-01,4.5856
AT,2007-08-01,4.3819
AT,2007-09-01,4.3308
AT,2007-10-01,4.4006
AT,2007-11-01,4.2138
AT,2007-12-01,4.3502
AT,2008-01-01,4.2169
AT,2008-02-01,4.1809
AT,2008-03-01,4.1443
AT,2008-04-01,4.3432
AT,2008-05-01,4.48
AT,2008-06-01,4.7959
AT,2008-07-01,4.7804
AT,2008-08-01,4.4821
AT,2008-09-01,4.4574
AT,2008-10-01,4.3338
AT,2008-11-01,4.1919
AT,2008-12-01,3.8955
AT,2009-01-01,3.9981
AT,2009-02-01,4.2059
AT,2009-03-01,4.1649
AT,2009-04-01,4.0446
AT,2009-05-01,4.1025
AT,2009-06-01,4.321
AT,2009-07-01,4.0417
AT,2009-08-01,3.7618
AT,2009-09-01,3.7486
AT,2009-10-01,3.6545
AT,2009-11-01,3.6001
AT,2009-12-01,3.6079
AT,2010-01-01,3.7512
AT,2010-02-01,3.6626
AT,2010-03-01,3.5344
AT,2010-04-01,3.4552
AT,2010-05-01,3.2082
AT,2010-06-01,3.1974
AT,2010-07-01,3.065
AT,2010-08-01,2.7731
AT,2010-09-01,2.8028
AT,2010-10-01,2.8199
AT,2010-11-01,3.0149
AT,2010-12-01,3.4319
AT,2011-01-01,3.5407
AT,2011-02-01,3.6764
AT,2011-03-01,3.682
AT,2011-04-01,3.7639
AT,2011-05-01,3.528
AT,2011-06-01,3.4338
AT,2011-07-01,3.3464
AT,2011-08-01,2.8435
AT,2011-09-01,2.6431
AT,2011-10-01,2.9232
AT,2011-11-01,3.3598
AT,2011-12-01,3.0951
AT,2012-01-01,3.2696
AT,2012-02-01,2.9966
AT,2012-03-01,2.873
AT,2012-04-01,2.8257
AT,2012-05-01,2.4937
AT,2012-06-01,2.2866
AT,2012-07-01,2.0678
AT,2012-08-01,1.969
AT,2012-09-01,2.0402
AT,2012-10-01,2.0154
AT,2012-11-01,1.8493
AT,2012-12-01,1.7672
AT,2013-01-01,1.923
AT,2013-02-01,1.9644
AT,2013-03-01,1.7467
AT,2013-04-01,1.6447
AT,2013-05-01,1.7513
AT,2013-06-01,2.0361
AT,2013-07-01,2.0643
AT,2013-08-01,2.2152
AT,2013-09-01,2.3432
AT,2013-10-01,2.1903
AT,2013-11-01,2.0781
AT,2013-12-01,2.1718
AT,2014-01-01,2.1311
AT,2014-02-01,1.952
AT,2014-03-01,1.8675
AT,2014-04-01,1.7683
AT,2014-05-01,1.6199
AT,2014-06-01,1.6506
AT,2014-07-01,1.4656
AT,2014-08-01,1.2798
AT,2014-09-01,1.221
AT,2014-10-01,1.1022
AT,2014-11-01,0.9762
AT,2014-12-01,0.8133
AT,2015-01-01,0.5434
AT,2015-02-01,0.4403
AT,2015-03-01,0.3736
AT,2015-04-01,0.2911
AT,2015-05-01,0.7255
AT,2015-06-01,1.0638
AT,2015-07-01,1.0841
AT,2015-08-01,0.9598
AT,2015-09-01,0.9706
AT,2015-10-01,0.8297
AT,2015-11-01,0.8194
AT,2015-12-01,0.8632
AT,2016-01-01,0.7672
AT,2016-02-01,0.526
AT,2016-03-01,0.4572
AT,2016-04-01,0.3796
AT,2016-05-01,0.3666
AT,2016-06-01,0.3277
AT,2016-07-01,0.1583
AT,2016-08-01,0.1068
AT,2016-09-01,0.1484
AT,2016-10-01,0.2407
AT,2016-11-01,0.4916
AT,2016-12-01,0.5345
AT,2017-01-01,0.5705
AT,2017-02-01,0.5899
AT,2017-03-01,0.5924
AT,2017-04-01,0.4903
AT,2017-05-01,0.6517
AT,2017-06-01,0.5547
AT,2017-07-01,0.7292
AT,2017-08-01,0.6062
AT,2017-09-01,0.5911
AT,2017-10-01,0.6062
AT,2017-11-01,0.5145
AT,2017-12-01,0.5027
AT,2018-01-01,0.6692
AT,2018-02-01,0.8357
AT,2018-03-01,0.8134
AT,2018-04-01,0.7625
AT,2018-05-01,0.7606
AT,2018-06-01,0.7064
AT,2018-07-01,0.596
AT,2018-08-01,0.5973
AT,2018-09-01,0.6654
AT,2018-10-01,0.6875
AT,2018-11-01,0.6201
AT,2018-12-01,0.5198
AT,2019-01-01,0.452
AT,2019-02-01,0.4513
AT,2019-03-01,0.3766
AT,2019-04-01,0.3143
AT,2019-05-01,0.2381
AT,2019-06-01,0.0301
AT,2019-07-01,-0.1037
AT,2019-08-01,-0.3737
AT,2019-09-01,-0.3024
AT,2019-10-01,-0.1974
AT,2019-11-01,-0.0861
AT,2019-12-01,-0.0439
AT,2020-01-01,-0.0868
AT,2020-02-01,-0.2574
AT,2020-03-01,-0.0938
AT,2020-04-01,0.0458
AT,2020-05-01,-0.0974
AT,2020-06-01,-0.1309
AT,2020-07-01,-0.2485
AT,2020-08-01,-0.28
AT,2020-09-01,-0.3174
AT,2020-10-01,-0.398
AT,2020-11-01,-0.4114
AT,2020-12-01,-0.4224
AT,2021-01-01,-0.3995
AT,2021-02-01,-0.1969
AT,2021-03-01,-0.0887
AT,2021-04-01,-0.0409
AT,2021-05-01,0.0803
AT,2021-06-01,0.0229
AT,2021-07-01,-0.1302
AT,2021-08-01,-0.225
AT,2021-09-01,-0.076
AT,2021-10-01,0.0837
AT,2021-11-01,-0.0088
AT,2021-12-01,-0.0455
AT,2022-01-01,0.1813
AT,2022-02-01,0.5391
AT,2022-03-01,0.7207
AT,2022-04-01,1.2857
AT,2022-05-01,1.5363
AT,2022-06-01,2.0707
AT,2022-07-01,1.7014
AT,2022-08-01,1.6802
AT,2022-09-01,2.4592
AT,2022-10-01,2.9161
AT,2022-11-01,2.7031
AT,2022-12-01,2.74
AT,2023-01-01,2.8076
AT,2023-02-01,3.0437
AT,2023-03-01,3.0597
AT,2023-04-01,3.0285
AT,2023-05-01,3.0317
AT,2023-06-01,3.0451
AT,2023-07-01,3.1249
AT,2023-08-01,3.1801
AT,2023-09-01,3.2942
AT,2023-10-01,3.4856
AT,2023-11-01,3.2107
AT,2023-12-01,2.6803
AT,2024-01-01,2.7596
AT,2024-02-01,2.8929
AT,2024-03-01,2.8535
AT,2024-04-01,2.9861
AT,2024-05-01,3.0161
AT,2024-06-01,3.0384
AT,2024-07-01,2.9776
AT,2024-08-01,2.7626
AT,2024-09-01,2.6895
AT,2024-10-01,2.7438
AT,2024-11-01,2.7721
AT,2024-12-01,2.6203
AT,2025-01-01,2.9085
AT,2025-02-01,2.8587
AT,2025-03-01,3.149
AT,2025-04-01,2.9821
AT,2025-05-01,2.9799
AT,2025-06-01,2.9443
AT,2025-07-01,3.0137
AT,2025-08-01,3.0253
AT,2025-09-01,3.0244
AT,2025-10-01,2.9352
GR,2008-01-01,4.64
GR,2008-02-01,4.56
GR,2008-03-01,4.56
GR,2008-04-01,4.66
GR,2008-05-01,4.72
GR,2008-06-01,4.97
GR,2008-07-01,5.10
GR,2008-08-01,4.90
GR,2008-09-01,4.96
GR,2008-10-01,5.26
GR,2008-11-01,5.31
GR,2008-12-01,5.07
GR,2009-01-01,5.48
GR,2009-02-01,5.73
GR,2009-03-01,5.76
GR,2009-04-01,5.55
GR,2009-05-01,5.33
GR,2009-06-01,5.29
GR,2009-07-01,5.21
GR,2009-08-01,4.96
GR,2009-09-01,4.90
GR,2009-10-01,4.68
GR,2009-11-01,4.84
GR,2009-12-01,5.69
GR,2010-01-01,6.08
GR,2010-02-01,6.43
GR,2010-03-01,6.37
GR,2010-04-01,8.15
GR,2010-05-01,8.54
GR,2010-06-01,9.11
GR,2010-07-01,10.34
GR,2010-08-01,10.10
GR,2010-09-01,10.74
GR,2010-10-01,9.68
GR,2010-11-01,11.53
GR,2010-12-01,12.01
GR,2011-01-01,11.73
GR,2011-02-01,11.52
GR,2011-03-01,12.52
GR,2011-04-01,13.63
GR,2011-05-01,15.48
GR,2011-06-01,16.30
GR,2011-07-01,17.42
GR,2011-08-01,15.38
GR,2011-09-01,21.63
GR,2011-10-01,22.44
GR,2011-11-01,27.48
GR,2011-12-01,32.76
GR,2012-01-01,33.82
GR,2012-02-01,34.05
GR,2012-03-01,36.59
GR,2012-04-01,20.09
GR,2012-05-01,27.71
GR,2012-06-01,27.82
GR,2012-07-01,25.31
GR,2012-08-01,23.20
GR,2012-09-01,20.54
GR,2012-10-01,18.12
GR,2012-11-01,16.66
GR,2012-12-01,13.33
GR,2013-01-01,11.15
GR,2013-02-01,10.89
GR,2013-03-01,11.65
GR,2013-04-01,11.19
GR,2013-05-01,9.36
GR,2013-06-01,10.14
GR,2013-07-01,10.13
GR,2013-08-01,9.95
GR,2013-09-01,9.96
GR,2013-10-01,8.63
GR,2013-11-01,8.48
GR,2013-12-01,8.34
GR,2014-01-01,7.79
GR,2014-02-01,7.38
GR,2014-03-01,6.73
GR,2014-04-01,6.15
GR,2014-05-01,6.08
GR,2014-06-01,5.87
GR,2014-07-01,5.89
GR,2014-08-01,5.79
GR,2014-09-01,5.94
GR,2014-10-01,6.88
GR,2014-11-01,7.83
GR,2014-12-01,8.36
GR,2015-01-01,9.52
GR,2015-02-01,9.69
GR,2015-03-01,10.51
GR,2015-04-01,11.28
GR,2015-05-01,10.67
GR,2015-06-01,11.71
GR,2015-07-01,14.43
GR,2015-08-01,9.18
GR,2015-09-01,8.35
GR,2015-10-01,7.72
GR,2015-11-01,7.47
GR,2015-12-01,8.09
